Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,26-35,1,Travel_Frequently,1125,Research & Development,16,Very Less Educated,Life Sciences,Medium,Female,72,Low,Very Low,Research Scientist,Low,Single,3919,1,1,22,4,Medium,0,10,5,High,10,2,6,3
32,26-35,0,Travel_Rarely,427,Research & Development,1,Moderately Educated,Medical,Low,Male,33,High,Low,Manufacturing Director,Very High,Married,6162,1,1,22,4,Medium,1,9,3,High,9,8,7,8
32,26-35,0,Travel_Rarely,548,Research & Development,1,Moderately Educated,Life Sciences,Medium,Male,66,High,Low,Research Scientist,Medium,Married,6220,1,0,17,3,Medium,2,10,3,High,10,4,0,3
32,26-35,0,Travel_Rarely,1093,Sales,6,Highly Educated,Medical,Medium,Male,87,High,Low,Sales Executive,High,Single,5010,1,0,16,3,Low,0,12,0,High,11,8,5,7
32,26-35,0,Travel_Rarely,827,Research & Development,1,Very Less Educated,Life Sciences,Very High,Male,71,High,Very Low,Research Scientist,Low,Single,2956,1,0,13,3,Very High,0,1,2,High,1,0,0,0
32,26-35,1,Travel_Rarely,1033,Research & Development,9,Moderately Educated,Medical,Low,Female,41,High,Very Low,Laboratory Technician,Low,Single,4200,7,0,22,4,Low,0,10,2,Very High,5,4,0,3
32,26-35,0,Travel_Frequently,689,Sales,9,Less Educated,Medical,Very High,Male,35,Low,Low,Sales Executive,Very High,Divorced,4668,0,0,17,3,Very High,3,9,2,Very High,8,7,0,3
32,26-35,0,Travel_Frequently,967,Sales,8,Moderately Educated,Marketing,Medium,Female,43,High,Medium,Sales Executive,Very High,Single,8998,1,0,14,3,Very High,0,9,2,High,9,8,3,7
32,26-35,0,Travel_Rarely,120,Research & Development,6,Very Highly Educated,Life Sciences,High,Male,43,High,Very Low,Research Scientist,High,Single,3038,3,0,20,4,Low,0,8,2,High,5,4,1,4
32,26-35,1,Travel_Rarely,1045,Sales,4,Highly Educated,Medical,Very High,Male,32,Low,Medium,Sales Executive,Very High,Married,10400,1,0,11,3,High,0,14,2,Medium,14,8,9,3
32,26-35,0,Travel_Rarely,1401,Sales,4,Less Educated,Life Sciences,High,Female,56,High,Very Low,Sales Representative,Medium,Married,3931,2,0,11,3,Low,1,6,5,High,4,3,1,2
32,26-35,1,Travel_Rarely,515,Research & Development,1,Moderately Educated,Life Sciences,Very High,Male,62,Medium,Very Low,Laboratory Technician,High,Single,3730,0,1,14,3,Very High,0,4,2,Low,3,2,1,2
32,26-35,0,Non-Travel,976,Sales,26,Highly Educated,Marketing,High,Male,100,High,Low,Sales Executive,Very High,Married,4465,0,0,18,3,Low,0,4,2,High,3,2,2,2
32,26-35,0,Travel_Frequently,1311,Research & Development,7,Moderately Educated,Life Sciences,Medium,Male,100,Very High,Very Low,Laboratory Technician,Medium,Married,2794,1,0,20,4,High,0,5,3,Low,5,1,0,3
32,26-35,0,Travel_Rarely,128,Research & Development,2,Very Less Educated,Technical Degree,Very High,Male,84,Medium,Low,Laboratory Technician,Low,Single,2176,4,0,13,3,Very High,0,9,5,High,6,2,0,4
32,26-35,0,Travel_Rarely,906,Sales,7,Moderately Educated,Life Sciences,Very High,Male,91,Medium,Low,Sales Executive,High,Married,5484,1,0,14,3,High,1,13,3,Medium,13,8,4,8
32,26-35,0,Travel_Rarely,588,Sales,8,Less Educated,Technical Degree,High,Female,65,Medium,Low,Sales Executive,Medium,Married,5228,1,1,11,3,Very High,0,13,2,High,13,12,11,9
32,26-35,0,Travel_Rarely,1018,Research & Development,2,Highly Educated,Medical,Low,Female,74,Very High,Low,Research Scientist,Very High,Single,5055,7,0,16,3,High,0,10,0,Medium,7,7,0,7
32,26-35,0,Travel_Rarely,1062,Research & Development,2,Moderately Educated,Medical,High,Female,75,High,Very Low,Laboratory Technician,Medium,Married,2370,1,0,13,3,High,1,8,4,High,8,0,0,7
32,26-35,1,Non-Travel,1474,Sales,11,Highly Educated,Other,Very High,Male,60,Very High,Low,Sales Executive,High,Married,4707,8,0,12,3,Very High,0,6,2,High,4,2,1,2
32,26-35,0,Travel_Rarely,646,Research & Development,9,Highly Educated,Life Sciences,Low,Female,92,High,Low,Research Scientist,Very High,Married,6322,1,1,12,3,Very High,1,6,2,Medium,6,4,0,5
32,26-35,0,Travel_Rarely,929,Sales,10,Moderately Educated,Marketing,Very High,Male,55,High,Low,Sales Executive,Very High,Single,5396,1,0,12,3,Very High,0,10,2,Medium,10,7,0,8
32,26-35,0,Travel_Rarely,1018,Research & Development,3,Less Educated,Life Sciences,High,Female,39,High,Medium,Research Director,Very High,Single,11159,3,0,15,3,Very High,0,10,6,High,7,7,7,7
32,26-35,0,Travel_Frequently,430,Research & Development,24,Highly Educated,Life Sciences,Low,Male,80,High,Low,Laboratory Technician,Very High,Married,5309,1,0,15,3,Very High,2,10,2,High,10,8,4,7
32,26-35,0,Travel_Rarely,859,Research & Development,4,Moderately Educated,Life Sciences,High,Female,98,Medium,Low,Manufacturing Director,High,Married,6162,1,0,12,3,High,1,14,3,High,14,13,6,8
32,26-35,0,Travel_Rarely,117,Sales,13,Highly Educated,Life Sciences,Medium,Male,73,High,Low,Sales Executive,Very High,Divorced,4403,2,0,11,3,High,1,8,3,Medium,5,2,0,3
32,26-35,0,Travel_Rarely,638,Research & Development,8,Less Educated,Medical,High,Female,91,Very High,Low,Research Scientist,High,Married,5175,5,0,12,3,High,1,9,3,Medium,5,3,1,3
32,26-35,0,Non-Travel,300,Research & Development,1,Moderately Educated,Life Sciences,Very High,Male,61,High,Very Low,Laboratory Technician,Very High,Divorced,2314,0,0,12,3,Medium,1,4,2,High,3,0,0,2
32,26-35,0,Travel_Frequently,379,Sales,5,Less Educated,Life Sciences,Medium,Male,48,High,Low,Sales Executive,Medium,Married,6524,1,0,14,3,Very High,1,10,3,High,10,8,5,3
32,26-35,1,Travel_Rarely,374,Research & Development,25,Highly Educated,Life Sciences,Low,Male,87,High,Very Low,Laboratory Technician,Very High,Single,2795,1,1,24,4,High,0,1,2,Low,1,0,0,1
32,26-35,0,Non-Travel,1184,Research & Development,1,Moderately Educated,Life Sciences,High,Female,70,Medium,Very Low,Laboratory Technician,Medium,Married,2332,6,0,20,4,High,0,5,3,High,3,0,0,2
32,26-35,0,Travel_Rarely,498,Research & Development,3,Highly Educated,Medical,High,Female,93,High,Low,Manufacturing Director,Low,Married,6725,1,0,12,3,High,1,8,2,Very High,8,7,6,3
32,26-35,0,Non-Travel,1109,Research & Development,29,Highly Educated,Medical,Very High,Female,69,High,Very Low,Laboratory Technician,High,Single,4025,9,0,12,3,Medium,0,10,2,High,8,7,7,7
32,26-35,0,Non-Travel,862,Sales,2,Very Less Educated,Life Sciences,High,Female,76,High,Very Low,Sales Representative,Low,Divorced,2827,1,0,12,3,High,3,1,3,High,1,0,0,0
32,26-35,0,Travel_Frequently,116,Research & Development,13,Moderately Educated,Other,High,Female,77,Medium,Very Low,Laboratory Technician,Medium,Married,2743,1,0,20,4,High,1,2,2,High,2,2,2,2
32,26-35,0,Travel_Frequently,1316,Research & Development,2,Less Educated,Life Sciences,Very High,Female,38,High,Low,Research Scientist,High,Single,4998,4,1,14,3,Very High,0,10,2,High,8,7,0,7
32,26-35,0,Travel_Rarely,604,Sales,8,Moderately Educated,Medical,High,Male,56,Very High,Low,Sales Executive,Very High,Married,6209,1,0,15,3,High,2,10,4,Very High,10,7,0,8
32,26-35,1,Travel_Rarely,1089,Research & Development,7,Less Educated,Life Sciences,Very High,Male,79,High,Low,Laboratory Technician,High,Married,4883,1,0,18,3,Low,1,10,3,High,10,4,1,1
32,26-35,0,Travel_Rarely,499,Sales,2,Very Less Educated,Marketing,High,Male,36,High,Low,Sales Executive,Medium,Married,4078,0,1,13,3,Low,3,4,3,Medium,3,2,1,2
32,26-35,0,Travel_Rarely,601,Sales,7,Very Highly Educated,Marketing,Very High,Male,97,High,Low,Sales Executive,Very High,Married,9204,4,0,12,3,High,1,7,3,Medium,4,3,0,3
32,26-35,0,Travel_Rarely,495,Research & Development,10,Moderately Educated,Medical,High,Male,64,High,Medium,Manager,Very High,Single,11244,2,0,25,4,Medium,0,10,5,Very High,5,2,0,0
32,26-35,0,Travel_Rarely,824,Research & Development,5,Less Educated,Life Sciences,Very High,Female,67,Medium,Low,Research Scientist,Medium,Married,5878,3,0,12,3,Low,1,12,2,High,7,1,2,5
32,26-35,0,Non-Travel,1200,Research & Development,1,Highly Educated,Technical Degree,Very High,Male,62,High,Low,Research Scientist,Low,Married,4087,4,0,14,3,Medium,1,9,3,Medium,6,5,1,2
32,26-35,0,Travel_Rarely,634,Research & Development,5,Highly Educated,Other,Medium,Female,35,Very High,Very Low,Research Scientist,Very High,Married,3312,3,0,17,3,Very High,2,6,3,High,3,2,0,2
32,26-35,0,Travel_Rarely,977,Research & Development,2,Moderately Educated,Medical,Very High,Male,45,High,Low,Research Scientist,Medium,Divorced,5470,0,0,13,3,High,2,10,4,Medium,9,5,1,6
32,26-35,1,Travel_Rarely,1259,Research & Development,2,Highly Educated,Life Sciences,Very High,Male,95,High,Very Low,Laboratory Technician,Medium,Single,1393,1,0,12,3,Low,0,1,2,High,1,0,0,0
32,26-35,0,Travel_Frequently,585,Research & Development,10,Moderately Educated,Life Sciences,Low,Male,56,High,Very Low,Research Scientist,High,Married,3433,6,0,13,3,Low,1,10,3,Medium,5,2,1,3
32,26-35,1,Travel_Rarely,964,Sales,1,Less Educated,Life Sciences,Low,Male,34,Low,Low,Sales Executive,Medium,Single,6735,6,0,15,3,Medium,0,10,2,High,0,0,0,0
32,26-35,0,Travel_Rarely,371,Sales,19,Moderately Educated,Life Sciences,Very High,Male,80,Low,Medium,Sales Executive,High,Married,9610,3,0,13,3,High,1,10,2,Low,4,3,0,2
32,26-35,0,Non-Travel,953,Research & Development,5,Highly Educated,Technical Degree,Medium,Male,65,High,Very Low,Research Scientist,Medium,Single,2718,2,0,14,3,Medium,0,12,3,High,7,7,0,7
32,26-35,0,Travel_Frequently,1318,Sales,10,Highly Educated,Marketing,Very High,Male,79,High,Low,Sales Executive,Very High,Single,4648,8,0,13,3,High,0,4,2,Very High,0,0,0,0
32,26-35,1,Travel_Rarely,414,Sales,2,Highly Educated,Marketing,High,Male,82,Medium,Low,Sales Executive,Medium,Single,9907,7,1,12,3,High,0,7,3,Medium,2,2,2,2
32,26-35,1,Travel_Frequently,238,Research & Development,5,Less Educated,Life Sciences,Low,Female,47,Very High,Very Low,Research Scientist,High,Single,2432,3,1,14,3,Low,0,8,2,High,4,1,0,3
32,26-35,0,Non-Travel,1146,Research & Development,15,Highly Educated,Medical,High,Female,34,High,Low,Healthcare Representative,Very High,Divorced,6667,5,0,18,3,Medium,1,9,6,High,5,1,1,2
32,26-35,0,Travel_Rarely,1373,Research & Development,5,Highly Educated,Life Sciences,Very High,Male,56,Medium,Low,Manufacturing Director,Very High,Single,9679,8,0,24,4,Medium,0,8,1,High,1,0,0,0
32,26-35,0,Travel_Rarely,267,Research & Development,29,Highly Educated,Life Sciences,High,Female,49,Medium,Very Low,Laboratory Technician,Medium,Single,2837,1,0,13,3,High,0,6,3,High,6,2,4,1
32,26-35,0,Travel_Rarely,234,Sales,1,Highly Educated,Medical,Medium,Male,68,Medium,Very Low,Sales Representative,Medium,Married,2269,0,0,14,3,Medium,1,3,2,High,2,2,2,2
32,26-35,0,Travel_Rarely,801,Sales,1,Highly Educated,Marketing,High,Female,48,High,Medium,Sales Executive,Very High,Married,10422,1,0,19,3,High,2,14,3,High,14,10,5,7
32,26-35,0,Travel_Rarely,529,Research & Development,2,Moderately Educated,Technical Degree,Very High,Male,78,High,Very Low,Research Scientist,Low,Single,2439,1,0,14,3,Very High,0,4,4,High,4,2,1,2
33,26-35,0,Travel_Frequently,1392,Research & Development,3,Highly Educated,Life Sciences,Very High,Female,56,High,Very Low,Research Scientist,High,Married,2909,1,1,11,3,High,0,8,3,High,8,7,3,0
33,26-35,0,Travel_Rarely,924,Research & Development,2,Moderately Educated,Medical,High,Male,78,High,Very Low,Laboratory Technician,Very High,Single,2496,4,0,11,3,Very High,0,7,3,High,1,1,0,3
33,26-35,0,Travel_Frequently,1141,Sales,1,Moderately Educated,Life Sciences,High,Female,42,Very High,Low,Sales Executive,Low,Married,5376,2,0,19,3,Low,2,10,3,High,5,3,1,3
33,26-35,0,Travel_Frequently,515,Research & Development,1,Less Educated,Life Sciences,Low,Female,98,High,Medium,Research Director,Very High,Single,13458,1,1,12,3,High,0,15,1,High,15,14,8,12
33,26-35,0,Non-Travel,750,Sales,22,Less Educated,Marketing,High,Male,95,High,Low,Sales Executive,Medium,Married,6146,0,0,13,3,Low,1,8,2,Very High,7,7,0,7
33,26-35,0,Travel_Rarely,134,Research & Development,2,Moderately Educated,Life Sciences,High,Male,90,High,Very Low,Research Scientist,Very High,Single,2500,0,0,14,3,Low,0,4,2,Very High,3,1,0,2
33,26-35,0,Travel_Rarely,931,Research & Development,14,Moderately Educated,Medical,Very High,Female,72,High,Very Low,Research Scientist,Medium,Married,2756,1,0,13,3,Very High,1,8,5,High,8,7,1,6
33,26-35,0,Travel_Rarely,147,Research & Development,4,Highly Educated,Medical,High,Female,47,Medium,Very Low,Research Scientist,Medium,Married,2622,6,0,21,4,Very High,0,7,3,High,3,2,1,1
33,26-35,1,Travel_Rarely,813,Research & Development,14,Moderately Educated,Medical,High,Male,58,High,Very Low,Laboratory Technician,Very High,Married,2436,5,1,13,3,High,1,8,2,Low,5,4,0,4
33,26-35,1,Travel_Rarely,465,Research & Development,2,Less Educated,Life Sciences,Low,Female,39,High,Very Low,Laboratory Technician,Low,Married,2707,7,0,20,4,Low,0,13,3,Very High,9,7,1,7
33,26-35,0,Travel_Rarely,832,Research & Development,5,Highly Educated,Life Sciences,High,Female,63,Medium,Very Low,Research Scientist,Very High,Married,2911,1,0,13,3,High,1,2,2,Medium,2,2,0,2
33,26-35,0,Travel_Frequently,553,Research & Development,5,Highly Educated,Life Sciences,Very High,Female,74,High,Medium,Manager,Medium,Married,11878,6,0,11,3,Medium,2,12,2,High,10,6,8,8
33,26-35,0,Travel_Frequently,508,Sales,10,Moderately Educated,Marketing,Medium,Male,46,Medium,Low,Sales Executive,Very High,Single,4682,3,0,14,3,High,0,9,6,Medium,7,7,0,1
33,26-35,1,Travel_Rarely,350,Sales,5,Moderately Educated,Marketing,Very High,Female,34,High,Very Low,Sales Representative,High,Single,2851,1,1,13,3,Medium,0,1,2,High,1,0,0,0
33,26-35,1,Travel_Rarely,1277,Research & Development,15,Very Less Educated,Medical,Medium,Male,56,High,Medium,Manager,High,Married,13610,7,1,12,3,Very High,0,15,2,Very High,7,6,7,7
33,26-35,1,Travel_Rarely,587,Research & Development,10,Very Less Educated,Medical,Low,Male,38,Low,Very Low,Laboratory Technician,Very High,Divorced,3408,7,0,13,3,Low,3,8,2,High,4,3,1,3
33,26-35,0,Travel_Rarely,922,Research & Development,1,Very Highly Educated,Medical,Low,Female,95,Very High,High,Research Director,High,Divorced,16184,4,0,19,3,High,1,10,2,High,6,1,0,5
33,26-35,0,Travel_Rarely,1216,Sales,8,Highly Educated,Marketing,High,Male,39,High,Low,Sales Executive,High,Divorced,7104,0,0,12,3,Very High,0,6,3,High,5,0,1,2
33,26-35,0,Travel_Frequently,1296,Research & Development,6,Moderately Educated,Life Sciences,High,Male,30,High,Low,Healthcare Representative,Very High,Divorced,7725,3,0,23,4,High,1,15,2,Low,13,11,4,7
33,26-35,1,Travel_Frequently,1076,Research & Development,3,Moderately Educated,Life Sciences,Low,Male,70,High,Very Low,Research Scientist,Low,Single,3348,1,1,11,3,Low,0,10,3,High,10,8,9,7
33,26-35,1,Travel_Rarely,527,Research & Development,1,Highly Educated,Other,Very High,Male,63,High,Very Low,Research Scientist,Very High,Single,2686,1,1,13,3,High,0,10,2,Medium,10,9,7,8
33,26-35,0,Travel_Rarely,213,Research & Development,7,Moderately Educated,Medical,High,Male,49,High,Medium,Research Director,High,Married,11691,0,0,11,3,Very High,0,14,3,Very High,13,9,3,7
33,26-35,1,Travel_Rarely,118,Sales,16,Moderately Educated,Marketing,Low,Female,69,High,Low,Sales Executive,Low,Single,5324,5,0,15,3,High,0,6,3,High,3,2,0,2
33,26-35,0,Travel_Rarely,586,Sales,1,Moderately Educated,Medical,Low,Male,48,Very High,Low,Sales Executive,Low,Divorced,4037,1,0,22,4,Low,1,9,5,High,9,8,0,8
33,26-35,0,Travel_Rarely,1075,Human Resources,3,Less Educated,Human Resources,Very High,Male,57,High,Very Low,Human Resources,Medium,Divorced,2277,3,1,11,3,High,1,7,4,Very High,4,3,0,3
33,26-35,0,Travel_Rarely,1198,Research & Development,1,Highly Educated,Other,High,Male,100,Medium,Very Low,Research Scientist,Low,Single,2799,3,1,11,3,Medium,0,6,1,High,3,2,0,2
33,26-35,0,Travel_Rarely,1069,Research & Development,1,Moderately Educated,Life Sciences,Medium,Female,42,Medium,Low,Healthcare Representative,Very High,Single,6949,0,0,14,3,Low,0,6,3,High,5,0,1,4
33,26-35,0,Non-Travel,722,Sales,17,Moderately Educated,Life Sciences,Very High,Male,38,High,High,Manager,High,Single,17444,1,0,11,3,Very High,0,10,2,High,10,8,6,0
33,26-35,0,Travel_Rarely,461,Research & Development,13,Very Less Educated,Life Sciences,Medium,Female,53,High,Very Low,Research Scientist,Very High,Single,3452,3,0,18,3,Low,0,5,4,High,3,2,0,2
33,26-35,0,Travel_Frequently,827,Research & Development,1,Highly Educated,Other,High,Female,84,Very High,Low,Healthcare Representative,Medium,Married,5488,1,1,13,3,Low,1,6,2,High,6,5,1,2
33,26-35,0,Non-Travel,1038,Sales,8,Very Less Educated,Life Sciences,Medium,Female,88,Medium,Very Low,Sales Representative,Very High,Single,2342,0,0,19,3,Very High,0,3,2,Medium,2,2,2,2
33,26-35,0,Travel_Rarely,654,Research & Development,5,Moderately Educated,Life Sciences,Very High,Male,34,Medium,Medium,Healthcare Representative,Very High,Divorced,7119,4,0,15,3,High,1,9,2,High,3,2,1,2
33,26-35,1,Travel_Frequently,827,Research & Development,29,Highly Educated,Medical,Low,Female,54,Medium,Low,Research Scientist,High,Single,4508,1,0,22,4,Medium,0,14,4,High,13,7,3,8
33,26-35,1,Travel_Rarely,1017,Research & Development,25,Moderately Educated,Medical,Low,Male,55,Medium,Very Low,Research Scientist,Medium,Single,2313,4,1,20,4,Medium,0,5,0,High,2,2,2,2
33,26-35,0,Travel_Frequently,970,Sales,7,Moderately Educated,Life Sciences,Very High,Female,30,High,Low,Sales Executive,Medium,Married,4302,0,0,17,3,High,1,4,3,High,3,2,0,2
33,26-35,1,Travel_Rarely,603,Sales,9,Highly Educated,Marketing,Low,Female,77,High,Low,Sales Executive,Low,Single,8224,0,1,17,3,Low,0,6,3,High,5,2,0,3
33,26-35,0,Travel_Rarely,147,Human Resources,2,Moderately Educated,Human Resources,Medium,Male,99,High,Very Low,Human Resources,High,Married,3600,1,0,13,3,Very High,1,5,2,High,5,4,1,4
33,26-35,0,Travel_Frequently,1146,Sales,25,Moderately Educated,Medical,Medium,Female,82,High,Low,Sales Executive,High,Married,4539,1,0,12,3,Low,1,10,3,Medium,10,7,0,1
33,26-35,0,Travel_Rarely,117,Research & Development,9,Moderately Educated,Medical,Low,Male,60,High,Very Low,Research Scientist,Very High,Married,2781,0,0,13,3,Medium,1,15,5,High,14,10,4,10
33,26-35,0,Travel_Rarely,536,Sales,10,Very Highly Educated,Marketing,Very High,Male,82,Very High,Medium,Sales Executive,High,Divorced,8380,0,1,14,3,Very High,2,10,3,High,9,8,0,8
33,26-35,0,Travel_Frequently,1111,Sales,5,Very Less Educated,Life Sciences,Medium,Male,61,High,Low,Sales Executive,Very High,Married,9998,6,0,13,3,Low,0,8,2,Very High,5,4,1,2
33,26-35,0,Travel_Frequently,430,Sales,7,Moderately Educated,Medical,Very High,Male,54,High,Low,Sales Executive,Low,Married,4373,0,0,14,3,Low,2,5,2,High,4,3,0,3
33,26-35,0,Travel_Rarely,1099,Research & Development,4,Highly Educated,Medical,Low,Female,82,Medium,Very Low,Laboratory Technician,Medium,Married,3838,8,0,11,3,Very High,0,8,5,High,5,4,0,2
33,26-35,0,Travel_Rarely,516,Research & Development,8,Very Highly Educated,Life Sciences,Very High,Male,69,High,Low,Healthcare Representative,High,Single,6388,2,1,17,3,Low,0,14,6,High,0,0,0,0
33,26-35,0,Travel_Rarely,575,Research & Development,25,Moderately Educated,Life Sciences,Very High,Male,44,Medium,Low,Manufacturing Director,Medium,Single,4320,1,0,13,3,Very High,0,5,2,High,5,3,0,2
33,26-35,0,Travel_Rarely,589,Research & Development,28,Highly Educated,Life Sciences,Medium,Male,79,High,Low,Laboratory Technician,High,Married,5207,1,1,12,3,Medium,1,15,3,High,15,14,5,7
33,26-35,0,Travel_Rarely,1242,Sales,8,Highly Educated,Life Sciences,Low,Male,46,High,Low,Sales Executive,Low,Married,6392,2,0,13,3,Very High,1,8,6,Low,2,2,2,2
33,26-35,0,Travel_Rarely,392,Sales,2,Highly Educated,Medical,Very High,Male,93,High,Low,Sales Executive,Very High,Divorced,5505,1,0,14,3,High,2,6,5,High,6,2,0,4
33,26-35,0,Non-Travel,530,Sales,16,Moderately Educated,Life Sciences,High,Female,36,High,Low,Sales Executive,Very High,Divorced,5368,1,1,25,4,High,1,7,2,High,6,5,1,2
33,26-35,0,Travel_Rarely,267,Research & Development,21,Moderately Educated,Medical,Medium,Male,79,Very High,Very Low,Laboratory Technician,Medium,Married,2028,1,0,18,3,Very High,3,14,6,High,14,11,2,13
33,26-35,0,Non-Travel,1283,Sales,2,Moderately Educated,Marketing,Very High,Female,62,High,Low,Sales Executive,Medium,Single,5147,8,0,15,3,Very High,0,13,2,Medium,11,7,1,7
33,26-35,1,Travel_Rarely,211,Sales,16,Moderately Educated,Life Sciences,Low,Female,74,High,Medium,Sales Executive,Low,Single,8564,2,1,20,4,High,0,11,2,Medium,0,0,0,0
33,26-35,0,Non-Travel,775,Research & Development,4,Moderately Educated,Technical Degree,Very High,Male,90,High,Low,Research Scientist,Medium,Divorced,3055,5,0,15,3,Very High,2,11,2,Medium,9,8,1,7
